"Accession name"	"PI (no.)"	"MUNQ (no.)z"	"Ploidy"	"Ma1"	"Q8"	"TA (g·L-1)"	"pH"	"Date(s) harvested"	"SPI"	"Region of origin"	"PLANTID.x"	"ACP"	"apple_id"	"PLANTID.y"	"ACCID"	"origin"	"species"	"use"	"country"	"world"	"release_year"	"acidity_16_stor"	"brix_16_stor"	"weight_avg_16_stor"	"firmness_avg_16_stor"	"brix_acid_16_stor"	"acidity_16_harv"	"juiciness_16_harv"	"date_jul_16_harv"	"weight_avg_16_harv"	"brix_avg_16_harv"	"firmness_avg_16_harv"	"flowering_jul_16_harv"	"precocity_16_harv"	"brix_acid_16_harv"	"time_ripen_16_harv"	"percent_acidity_16"	"percent_brix_16"	"percent_weight_16"	"percent_firmness_avg_16"	"percent_brix_acid_16"	"acidity_17_stor"	"brix_17_stor"	"weight_avg_17_stor"	"firmness_avg_17_stor"	"brix_acid_17_stor"	"brix_17_harv"	"acidity_17_harv"	"date_jul_17_harv"	"firmness_avg_17_harv"	"weight_avg_17_harv"	"brix_acid_17_harv"	"percent_acidity_17"	"percent_brix_17"	"percent_weight_avg_17"	"percent_firmness_avg_17"	"percent_brix_acid_17"	"tpc"	"frap"	"time_ripen_2017"
"Jonathan"	590185	"57"	2	"Mama"	"Q8q8"	6.16	3.4	"29 Sept. 2017, 05 Oct. 2018"	"7.7"	"North America"	"Jonathan"	"PI"	708	"Jonathan"	"24950"	"USDA"	"domestica"	"dessert"	"United States"	"new"	"NA"	"5.5877999999999997"	"13.2"	"100.79"	"5.1896000000000004"	"2.3622892730591598"	"6.7126419184031496"	"17.539239478275299"	"312.878761717967"	"128.20245011887599"	"13.4430481832821"	"6.2571468751413901"	"152.87984078087899"	"1.00411246355007"	"2.1050797602685098"	"159.37374685587699"	"-16.757067218486998"	"-1.80798417121169"	"-21.3821577461723"	"-17.0612404733949"	"12.218516259823"	"4.0468000000000002"	"13.1"	"145.48599999999999"	"6.6181999999999999"	"3.8635225139887801"	"10.6600163190435"	"5.6014190064551199"	"271.52082676319901"	"8.96454055108725"	"86.597994809132203"	"2.0038762298855501"	"-27.754020984032199"	"22.889117689225401"	"68.001580545439793"	"-26.173572841975499"	"92.802452385467006"	"3.8523363424175199"	"4.3620450108176598"	"118.580035336823"
"Grenadier"	589684	"93"	2	"Mama"	"Q8Q8"	6.23	3.4	"15 Sept. 2017, 07 Sept. 2018"	"7.5"	"England"	"Grenadier"	"PI"	740	"Grenadier"	"18954"	"USDA"	"domestica"	"dessert"	"United Kingdom"	"old"	"1875"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"151.76687070771399"	"0.99378212204106997"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Blue Pearmain"	590180	"n/a"	2	"Mama"	"Q8q8"	6.26	3.6	"06 Oct. 2017, 27 Sept. 2018"	"6.2"	"North America"	"Blue Pearmain"	"PI"	574	"Blue Pearmain"	"24920"	"USDA"	"domestica"	"dessert"	"United States"	"new"	"NA"	"3.2025999999999999"	"13.3"	"245.85499999999999"	"4.1254999999999997"	"4.1528757884219099"	"4.0528277343060504"	"5.0780546184272799"	"310.95787505872602"	"246.54620620590299"	"12.975723352216701"	"4.8343314584731596"	"151.109850740062"	"1.5207404884309801"	"3.0882019013826398"	"158.74039809207599"	"-20.978629984914299"	"2.4991026625725801"	"-0.28035564470448199"	"-14.662450528310099"	"34.4755272173946"	"2.7469999999999999"	"13.3"	"207.25800000000001"	"4.7460000000000004"	"4.8416454313796899"	"12.5005377023497"	"4.6113400396479802"	"275.22970284394802"	"8.9210725884031508"	"208.47372460739899"	"2.7777774083639399"	"-40.4294635316094"	"6.39542327447265"	"-0.58315483626939302"	"-46.8001190106948"	"74.299258709549704"	"6.9484565221585699"	"8.1165404424082297"	"125.305145132326"
"Belle de Nordhaussen"	589584	"99"	2	"Mama"	"Q8Q8"	6.3	3.3	"27 Sept. 2018"	"7.7"	"Central Europe"	"Belle de Nordhaussen"	"PI"	405	"Belle de Nordhaussen"	"18270"	"USDA"	"domestica"	"dessert"	"Germany"	"old"	"1892"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"152.17062134417"	"1.0207404884309801"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Court Pendu"	589601	"105"	2	"Mama"	"Q8Q8"	6.42	3.4	"05 Oct. 2018"	"6"	"France"	"Court Pendu"	"PI"	440	"Court Pendu"	"18373"	"USDA"	"domestica"	"cider"	"Belgium"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"160.85822837765201"	"1.2765364716533001"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Weisser Winter Taffetapfel"	590144	"234"	2	"Mama"	"Q8Q8"	6.44	3.6	"06 Oct. 2017, 05 Oct. 2018"	"7.3"	"Central Europe"	"Weisser Winter Taffetapfel"	"PI"	1203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Reinette do Chenee"	131828	"n/a"	2	"Mama"	"Q8Q8"	6.48	3.6	"06 Oct. 2017"	"7.8"	"Central Europe"	"Reinette do Chenee"	"PI"	941	"Reinette do Chenee"	"134023"	"USDA"	"domestica"	"dessert"	"Belgium"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"154.20186353794699"	"1.4651559543507"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Lambrook Pippin"	161839	"n/a"	2	"Mama"	"Q8Q8"	6.5	3.4	"12 Oct. 2018"	"7.7"	"England"	"Lambrook Pippin"	"PI"	835	"Lambrook Pippin"	"139564"	"USDA"	"domestica"	"cider"	"United Kingdom"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"156.92866938276299"	"1.58121155948141"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"6.4051999999999998"	"15.4"	"48.518000000000001"	"6.3971999999999998"	"2.4042965090863699"	"12.6564750324172"	"8.0863723416203399"	"282.65114720994501"	"9.3337774339823394"	"85.624405226210897"	"1.49208548142"	"-20.790192073736101"	"21.676848890040699"	"-43.336248734434498"	"-31.461832626208501"	"61.136646594686397"	"NA"	"NA"	"125.683281923823"
"Old Pearmain"	590133	"598"	2	"Mama"	"Q8q8"	6.57	3.4	"21 Sept. 2017, 17 Sept. 2018"	"6.5"	"England"	"Old Pearmain"	"PI"	1013	"Old Pearmain"	"24708"	"USDA"	"domestica"	"dessert"	"United Kingdom"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"154.022252598422"	"1.08855558333611"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Nanot"	161763	"n/a"	2	"Mama"	"Q8q8"	6.81	3.2	"21 Sept. 2017, 09 Oct. 2019"	"8"	"France"	"Nanot"	"PI"	1070	"Nanot"	"139527"	"USDA"	"domestica"	"cider"	"France"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"151.902283798909"	"1.04574342450101"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"9.5274000000000001"	"9.4"	"126.02800000000001"	"5.4596"	"0.98662804122845704"	"10.0940580416069"	"10.2638158316729"	"271.395713950122"	"8.9057310113794905"	"133.77852364922899"	"1.00631210813021"	"-7.1748737871972503"	"-6.8759069815731904"	"-5.7935484992726298"	"-38.695655718504398"	"-1.9560598290253299"	"NA"	"NA"	"115.369416628548"
"Reinette Grise"	589588	"2114"	2	"Mama"	"Q8Q8"	6.84	3.5	"23 Aug. 2018"	"6.9"	"France"	"Reinette Grise"	"PI"	1011	"Reinette Grise"	"18300"	"USDA"	"domestica"	"dessert"	"France"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"161.342496239572"	"0.97845993664527398"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"7.1824000000000003"	"14.8"	"228.3"	"8.2218"	"2.06059255959011"	"13.846730623231901"	"9.27560787124062"	"288.27920577414199"	"10.0584336825079"	"240.84210018202299"	"1.4218658838121401"	"-22.566799936969002"	"6.8844364977297596"	"-5.2076028952346496"	"-18.259639030099599"	"44.921724548695899"	"NA"	"NA"	"127.201207998917"
"Dufﬂin"	175542	"2554"	2	"Mama"	"Q8Q8"	6.86	3.4	"07 Sept. 2018"	"7.2"	"England"	"Dufflin"	"PI"	410	"Dufflin"	"152070"	"USDA"	"domestica"	"cider"	"United Kingdom"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"153.86419560334701"	"2.4887843188780301"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Bonne-Hotture"	590120	"124"	2	"Mama"	"Q8q8"	7.07	3.5	"06 Oct. 2017, 05 Oct. 2018"	"7"	"France"	"Bonne-Hotture"	"PI"	561	"Bonne-Hotture"	"24636"	"USDA"	"domestica"	"dessert"	"France"	"old"	"NA"	"2.9346000000000001"	"13.3"	"104.339"	"NA"	"4.5321338512914897"	"5.5528277343060397"	"13.3856725701306"	"310.30464390403898"	"98.684002570393204"	"14.2535011299945"	"8.9133656352985806"	"154.33664986193301"	"1.4616312328393199"	"2.5259636406680599"	"155.56443736628299"	"-47.151250850630802"	"-6.6895924117057097"	"5.7304094709504501"	"NA"	"79.421974977155401"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"3.6721797530205098"	"4.7510935972836599"	"NA"
"Grosse Mouche"	162545	"n/a"	2	"Mama"	"Q8Q8"	7.23	3.4	"06 Oct. 2017"	"8"	"France"	"Grosse Mouche"	"PI"	763	"Grosse Mouche"	"140131"	"USDA"	"domestica"	"cider"	"France"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
"Reineta do Caravia"	105524	"n/a"	2	"Mama"	"Q8Q8"	7.24	3.4	"06 Oct. 2017, 19 Oct. 2018"	"6.1"	"Spain"	"Reineta do Caravia"	"PI"	1101	"Reineta do Caravia"	"128378"	"USDA"	"domestica"	"dessert"	"Spain"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"153.11876420805899"	"1.9626323004147499"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"10.2150856539876"	"9.0989627511943105"	"281.75531767998802"	"10.2205011629657"	"227.559092779042"	"1.1485834389012799"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"127.723385458954"
"Finkenwerder Herbstprinz"	651010	"2889"	2	"MaMa"	"Q8Q8"	7.27	3.4	"12 Oct. 2018"	"6.1"	"Central Europe"	"Finkenwerder Herbstprinz"	"PI"	842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Calville Blanc"	589596	"95"	2	"Mama"	"Q8q8"	7.39	3.4	"25 Oct. 2018"	"7"	"France"	"Calville Blanc"	"PI"	166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Reinette Thouin"	590140	"134"	2	"Mama"	"Q8Q8"	7.41	3.5	"06 Oct. 2017, 12 Oct. 2018"	"7.9"	"France"	"Reinette Thouin"	"PI"	1063	"Reinette Thouin"	"24736"	"USDA"	"domestica"	"dessert"	"France"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"154.342496239572"	"1.00864537729157"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"10.398400000000001"	"12.5"	"131.178"	"6.3339999999999996"	"1.2021080166179401"	"11.746730623231899"	"12.7596078712406"	"274.27920577414199"	"8.9390336825078993"	"138.702100182023"	"0.87373264240369697"	"-18.5053325703106"	"6.4125874758576202"	"-5.4246476240438302"	"-29.142229183065801"	"37.5830498115374"	"NA"	"NA"	"120.201207998917"
"Inducoa No. II"	613830	"16"	2	"Mama"	"Q8Q8"	7.49	3.5	"27 Sept. 2018"	"7.8"	"Spain"	"Inducoa No. II"	"PI"	716	"Inducoa No. II"	"84065"	"USDA"	"domestica"	"NA"	"Spain"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"12.418205419352001"	"10.7856725701306"	"306.71607143452502"	"184.97286030123101"	"13.472253423542201"	"6.6912813266361599"	"153.72084160321299"	"1.54180488032881"	"1.09726188630741"	"153.17798053627999"	"NA"	"NA"	"NA"	"NA"	"NA"	"10.344799999999999"	"12.7"	"134.636"	"4.8726000000000003"	"1.2276699404531699"	"12.2426267390976"	"12.12330948344"	"274.63687232500502"	"9.7166018165080992"	"130.01936819067299"	"1.00076933668429"	"-14.6701648247896"	"3.7359079113451101"	"3.55072622915436"	"-49.852838553889697"	"22.672617500516001"	"7.6444084554577199"	"7.84102157722395"	"120.79133633023901"
"Golden Harvey"	590128	"2841"	2	"Mama"	"Q8Q8"	7.79	3.5	"21 Sept. 2017, 19 Oct. 2018"	"7.2"	"England"	"Golden Harvey"	"PI"	733	"Golden Harvey"	"24678"	"USDA"	"domestica"	"cider"	"United Kingdom"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"8.6008177068726805"	"12.1694736145358"	"303.01387794450301"	"80.383088252311495"	"16.1997342070303"	"7.33342531093425"	"152.83051982580699"	"0.95766480764839501"	"1.9144666002941699"	"150.39238662293701"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"19.5"	"NA"	"NA"	"NA"	"16.392645123307201"	"13.48318165733"	"274.76074400868401"	"9.7670891405681104"	"80.187494683644104"	"1.1315538702175101"	"NA"	"18.955786899057198"	"NA"	"NA"	"NA"	"4.4739521644499298"	"4.3923219484439402"	"121.753020122802"
"Pomme Cloche"	134668	"85"	2	"MaMa"	"Q8Q8"	7.89	3.2	"29 Sept. 2017, 12 Oct. 2018"	"7.3"	"Central Europe"	"Pomme Cloche"	"PI"	1025	"Pomme Cloche"	"134377"	"USDA"	"domestica"	"dessert"	"Switzerland"	"old"	"NA"	"11.2158"	"14.7"	"179.39400000000001"	"6.0979000000000001"	"1.3106510458460401"	"11.2908627415237"	"14.092777107770001"	"307.3904540538"	"189.645078996628"	"13.5759720761636"	"9.0999375385210897"	"151.87059865698399"	"1.4919809379853499"	"1.2140897578860199"	"155.164839269602"	"-0.66480961855684095"	"8.2795391558733602"	"-5.4054020546508701"	"-32.989649937849798"	"7.9533895523633502"	"8.9377999999999993"	"14.4"	"195.68799999999999"	"7.5701999999999998"	"1.61113473114189"	"12.1307959712551"	"12.7763773493699"	"278.36408912931398"	"10.4875923635623"	"232.77429680407201"	"1.03236976228068"	"-30.044332946687799"	"18.706142895503"	"-15.932298932166001"	"-27.817560622382501"	"56.061790068571902"	"2.6117321649398"	"2.3389581846813701"	"126.354286175605"
"Champagne Reinette"	264688	"91"	2	"Mama"	"Q8Q8"	8.07	3.3	"06 Oct. 2017, 19 Oct. 2018"	"7.5"	"France"	"Champagne Reinette"	"PI"	489	"Champagne Reinette"	"200179"	"USDA"	"domestica"	"dessert"	"France"	"old"	"NA"	"7.6513999999999998"	"12.4"	"136.917"	"5.9379"	"1.62061844891131"	"9.1126419184031509"	"16.478054618427301"	"312.592119609951"	"164.79665093846799"	"12.098603738837699"	"9.1743234929230493"	"154.08530662187599"	"0.96712825542009795"	"1.41383396902273"	"158.517602675147"	"-16.035326873232499"	"2.4911656557094202"	"-16.917607718179699"	"-35.276971598173802"	"14.6257965517347"	"8.7368000000000006"	"13"	"145.63800000000001"	"5.968"	"1.48795897811556"	"11.725803795226099"	"11.175284239143799"	"288.02796779245801"	"10.033208560926001"	"160.599599224093"	"1.0077780713175499"	"-21.820333039964101"	"10.866600081545499"	"-9.3160875222461108"	"-40.517532713889999"	"47.647485142262603"	"5.3740744542458403"	"5.6179790529837197"	"133.89848350612399"
"William Crump"	589309	"333"	2	"Mama"	"Q8Q8"	8.34	3.3	"15 Sept. 2017, 19 Oct. 2018"	"6.4"	"England"	"William Crump"	"PI"	1163	"William Crump"	"13885"	"USDA"	"domestica"	"dessert"	"United Kingdom"	"old"	"1908"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"153.926088664795"	"1.9196693440458401"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"8.9512"	"14.2"	"210.72"	"5.98966666666667"	"1.58637947984628"	"12.5114034680982"	"12.7531340050851"	"269.16471943561402"	"9.4284835641589293"	"219.58206778831999"	"0.98381510930215899"	"-29.811762375970801"	"13.4964597393683"	"-4.03587955864554"	"-36.472640314763296"	"61.2477247855578"	"NA"	"NA"	"115.324202268528"
"Edward VII"	392312	"74"	2	"MaMa"	"Q8Q8"	8.36	3.2	"19 Oct. 2017, 19 Oct. 2018"	"7.7"	"England"	"Edward VII"	"PI"	371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lorna Doone"	161840	"2694"	2	"Mama"	"Q8q8"	8.45	3.3	"24 Aug. 2018"	"5.4"	"England"	"Lorna Doone"	"PI"	1030	"Lorna Doone"	"139565"	"USDA"	"domestica"	"dessert"	"United Kingdom"	"old"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"9.8635358501973496"	"10.978054618427301"	"260.685241374464"	"169.10200984254499"	"12.5409826606818"	"5.5165073487379797"	"158.83780317452599"	"1.91067743356041"	"1.2399696685655901"	"103.681946416388"	"NA"	"NA"	"NA"	"NA"	"NA"	"4.6900000000000004"	"11.9"	"NA"	"NA"	"2.5373134328358198"	"12.9552975142467"	"8.4530732950476608"	"243.66192789811601"	"6.9187923635622903"	"157.87943827113699"	"1.5567188115231301"	"-44.517220704241403"	"-8.1456833630119903"	"NA"	"NA"	"62.991120429337698"	"NA"	"NA"	"84.743793272677195"
"Lombart's Calville"	589920	"9"	2	"Mama"	"Q8Q8"	8.61	3.4	"05 Oct. 2018"	"6.3"	"Northern Europe"	"Lombart's Calville"	"PI"	726	"Lombart's Calville"	"22029"	"USDA"	"domestica"	"dessert"	"Netherlands"	"old"	"1911"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"157.07219744891199"	"1.02343525934752"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"13.128473684758999"	"11.943824401435799"	"281.79511594099603"	"8.7470725884031495"	"181.41756789758799"	"0.98983456714431695"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"124.733555269767"
"King David"	589156	"71"	2	"MaMa"	"Q8q8"	8.71	3.3	"12 Oct. 2018"	"6.6"	"North America"	"King David"	"PI"	813	"King David"	"10527"	"USDA"	"domestica"	"cider"	"United States"	"new"	"1902"	"6.7804000000000002"	"11.7"	"77.995000000000005"	"4.4983000000000004"	"1.7255619137514"	"6.8854208984431597"	"19.9463147372647"	"311.73424568536598"	"90.267661112459805"	"11.693666801474601"	"6.7151445648753496"	"154.87475777618999"	"2.0085290176025499"	"1.65689242490759"	"157.76355138949299"	"-1.52526475856989"	"5.4159218258210101E-2"	"-13.5958558815099"	"-33.012611172526597"	"4.1444747897643301"	"12.0868"	"15.7"	"135.392"	"5.4222000000000001"	"1.2989376840851199"	"13.6982348276315"	"NA"	"274.01484096484802"	"9.7390018165081003"	"139.15277762423401"	"NA"	"NA"	"14.6133074630216"	"-2.7026249051165601"	"-44.324889735526099"	"NA"	"2.1444239083561998"	"2.3353146237517799"	"116.99083445612899"
"Pigeonnet"	589597	"2112"	2	"MaMa"	"Q8Q8"	9.01	3.3	"05 Oct. 2018"	"6.2"	"France"	"Pigeonnet"	"PI"	983	"Pigeonnet"	"18352"	"USDA"	"domestica"	"cider"	"Europe"	"old"	"NA"	"8.9646000000000008"	"13.5"	"109.557"	"8.6629000000000005"	"1.5059232983066699"	"10.546415850717"	"13.860892610644299"	"308.91911836507597"	"111.89473184202301"	"12.127545125317599"	"10.9890574333213"	"153.670646380107"	"0.99928605100921297"	"1.15792316225796"	"155.05472439867"	"-14.998610647516401"	"11.3168399746231"	"-2.0892242231059601"	"-21.167943178346398"	"30.0538194062987"	"10.8942"	"12.9"	"109.962"	"9.4550000000000001"	"1.18411631877513"	"10.244772744619601"	"13.244866899082099"	"288.58358207485702"	"11.218231208227399"	"111.19250093614799"	"0.68226665117377505"	"-17.7477578067999"	"25.917873647074199"	"-1.1066402192487801"	"-15.7175509712641"	"73.556235928866002"	"3.7212474452843201"	"3.9460719402036801"	"134.78315446113001"
"Tremlett's Bitter (misidentiﬁed)"	175550	"n/a"	2	"Mama"	"Q8Q8"	9.07	3.3	"21 Sept. 2017, 12 Oct. 2018"	"7.8"	"n/a"	"Trembletts Bitter"	"PI"	1133	"Trembletts Bitter"	"152078"	"USDA"	"domestica"	"cider"	"United Kingdom"	"old"	"NA"	"8.9377999999999993"	"12.7"	"148.38"	"4.9132999999999996"	"1.4209313253820799"	"10.652827734305999"	"9.2856725701306004"	"310.30464390403898"	"154.784002570393"	"11.975723352216701"	"7.24936563529858"	"157.33664986193301"	"0.91427980130483999"	"1.1642989072855101"	"152.56443736628299"	"-16.099272203407399"	"6.0478739069171601"	"-4.1373801323431803"	"-32.224414560135003"	"22.041798415399398"	"NA"	"NA"	"NA"	"NA"	"NA"	"11.2162042147735"	"13.3370558586382"	"260.55190134397901"	"9.0199009962358101"	"121.213376134265"	"0.99040541275552396"	"NA"	"NA"	"NA"	"NA"	"NA"	"9.1312690732921808"	"10.266215857292201"	"103.458375162225"
